"Index","Prot"
"3444","GRAMD4"
"3445","RPL29P11"
"3446","TNFRSF10D"
"3447","SIRT4"
"3448","MORN2"
"3449","PADI4"
"3450","NOTCH4"
"3451","NPAS3"
"3452","FBXW10"
"3453","TIMP3"
"3454","POU4F1"
"3455","RNF182"
"3456","COPZ2"
"3457","CFC1"
"3458","RPS15P2"
"3459","ZFYVE9"
"3460","TRIM62"
"3461","TAS1R1"
"3462","CCR10"
"3463","FBXW9"
"3464","TSPY1"
"3465","TTC28"
"3466","WDR45"
"3467","LPAR5"
"3468","SST"
"3469","CLCA3P"
"3470","ITPKC"
"3471","WDTC1"
"3472","FBXL22"
"3473","CCR2"
"3474","RNASE4"
"3475","GNG3"
"3476","TULP4"
"3477","UBE3D"
"3478","TAS2R7"
"3479","UBE3B"
"3480","INHBB"
"3481","WIPI2"
"3482","MS4A1"
"3483","HYAL4"
"3484","SVEP1"
"3485","CXCL6"
"3486","TOB1"
"3487","CAPZA3"
"3488","PENK"
"3489","SHISA5"
"3490","CCL1"
"3491","CCR9"
"3492","CCL16"
"3493","CCL27"
"3494","BDKRB1"
"3495","CNR2"
"3496","CMKBR6"
"3497","CCR8"
"3498","CSB-PGBD3"
"3499","GPR37L1"
"3500","HCAR3"
"3501","GNG8"
"3502","GALR1"
"3503","HCAR2"
"3504","GPR31"
"3505","GRM6"
"3506","GRM4"
"3507","GALR2"
"3508","GNG13"
"3509","CXCR6"
"3510","GRM8"
"3511","FPR3"
"3512","GPR17"
"3513","PRKAG3"
"3514","CDH17"
"3515","PMCH"
"3516","MCHR2"
"3517","NMS"
"3518","NMUR1"
"3519","MCHR1"
"3520","RAD9B"
"3521","TAS1R3"
"3522","KBTBD13"
"3523","FBXO41"
"3524","PPY"
"3525","PYY"
"3526","KIF25"
"3527","NEURL2"
"3528","ENSG00000258643"
"3529","UBE2F"
"3530","RNF217"
"3531","SPTBN4"
"3532","MSTN"
"3533","NPY1R"
"3534","HTR1F"
"3535","HRH4"
"3536","HRH3"
"3537","HTR5A"
"3538","NPW"
"3539","SSTR1"
"3540","TAS2R42"
"3541","P2RY4"
"3542","TAS2R19"
"3543","P2RY13"
"3544","TAS2R5"
"3545","TAS2R16"
"3546","OXGR1"
"3547","TAS2R50"
"3548","TAS2R38"
"3549","RXFP3"
"3550","TAS2R4"
"3551","TAS2R43"
"3552","TAS2R14"
"3553","TAS2R39"
"3554","OXER1"
"3555","TAS2R10"
"3556","TAS2R31"
"3557","TAS2R30"
"3558","SSTR2"
"3559","PNOC"
"3560","TAS2R3"
"3561","TAS2R20"
"3562","S1PR3"
"3563","TAS2R13"
"3564","TAS2R46"
"3565","TAS2R40"
"3566","SUCNR1"
"3567","SSTR4"
"3568","TAS2R8"
"3569","TAS2R60"
"3570","TAS2R1"
"3571","SUMO4"
"3572","TBPL2"
"3573","FCRLA"
"3574","XPO6"
"3575","UNKL"
"3576","USP30"
"3577","DRAM1"
"3578","POU4F2"
"3579","WSB1"
"3580","SPN"
"3581","ENSG00000279576"
"3582","ZFYVE16"
"3583","XRCC6BP1"
"3584","ZNF645"
"3585","TGIF1"
"3586","ZDHHC23"
"3587","PTPN20A"
"3588","TWIST2"
"3589","ZYX"
"3590","ZCCHC10"
"3591","YKT6"
"3592","ZSCAN26"
"3593","ZNF703"
"3594","ZMIZ1"
"3595","YY2"
"3596","ZNRF2"
"3597","TANC1"
"3598","ZNF274"
"3599","ZIC3"
"3600","ZNF668"
"3601","ZNF420"
"3602","ZMIZ2"
"3603","ZNF329"
"3604","ST6GALNAC2"
"3605","ZNF679"
"3606","ZNF385A"
"3607","ZNF839"
"3608","ZCCHC14"
"3609","ZNF302"
"3610","YPEL1"
"3611","ZNF763"
"3612","ZNF619"
"3613","ZNF83"
"3614","XCR1"
"3615","USH2A"
"3616","ZNF300"
"3617","TAS2R9"
"3618","VPREB3"
"3619","LY75"
"3620","MPP2"
"3621","CDA"
"3622","BEGAIN"
"3623","DLG1"
"3624","CYP2S1"
"3625","LIN7C"
"3626","LIN7A"
"3627","GID4"
"3628","MPP6"
"3629","LIN7B"
"3630","ISOC2"
"3631","NGB"
"3632","SLC20A1"
"3633","TJAP1"
"3634","AHCY"
"3635","AGR2"
"3636","ITFG1"
"3637","GNMT"
"3638","PXN"
"3639","EEF1A2"
"3640","NME2"
"3641","MSN"
"3642","APPBP2"
"3643","PIH1D1"
"3644","ALDH4A1"
"3645","LGALS3"
"3646","CTH"
"3647","POT1"
"3648","SHMT2"
"3649","ATP6V1A"
"3650","FH"
"3651","NHLRC2"
"3652","ATIC"
"3653","MAT2A"
"3654","DHX15"
"3655","LDHB"
"3656","HEXA"
"3657","EVC2"
"3658","ADA"
"3659","PYGL"
"3660","SHMT1"
"3661","HK1"
"3662","ACAT2"
"3663","GPC1"
"3664","TERF1"
"3665","ANKRD40"
"3666","AHCYL2"
"3667","CEP104"
"3668","MTR"
"3669","TLE3"
"3670","OGFOD1"
"3671","NME1-NME2"
"3672","HLA-B"
"3673","TRAF3IP1"
"3674","BHMT"
"3675","PINX1"
"3676","ADK"
"3677","TPI1"
"3678","MTHFR"
"3679","MAT1A"
"3680","PAPSS1"
"3681","SERPINB6"
"3682","C1orf50"
"3683","GPT2"
"3684","BHMT2"
"3685","MC1R"
"3686","TBCE"
"3687","SDSL"
"3688","ENSG00000160200"
"3689","CBSL"
"3690","SDS"
"3691","ZNF217"
"3692","CSNK2A3"
"3693","CHAF1B"
"3694","ANKRD50"
"3695","ESYT2"
"3696","PIM1"
"3697","CSE1L"
"3698","BRAF"
"3699","CYC1"
"3700","RALGAPA2"
"3701","ADD1"
"3702","ITGB1"
"3703","RNF185"
"3704","ALDOA"
"3705","EXOC3"
"3706","AGTRAP"
"3707","AGK"
"3708","BRIX1"
"3709","DDX1"
"3710","MED4"
"3711","LAMTOR1"
"3712","SRRM2"
"3713","NEFL"
"3714","ACIN1"
"3715","STX7"
"3716","KIAA0319L"
"3717","ENO1"
"3718","ESYT1"
"3719","PDE4DIP"
"3720","CDKL3"
"3721","FCF1"
"3722","HIGD2A"
"3723","RPL27A"
"3724","CANX"
"3725","HNRNPC"
"3726","BRF2"
"3727","EPHA4"
"3728","ADAR"
"3729","EMD"
"3730","DYNLRB1"
"3731","MTX2"
"3732","SORBS3"
"3733","HSPD1"
"3734","FXR1"
"3735","EIF2B3"
"3736","HNRNPR"
"3737","AP3B1"
"3738","CCDC47"
"3739","METAP2"
"3740","MAPKAP1"
"3741","DR1"
"3742","NONO"
"3743","A2M"
"3744","NDUFS1"
"3745","FGF3"
"3746","SAR1A"
"3747","ABCC5"
"3748","SNRPD2"
"3749","RRS1"
"3750","EXOSC10"
"3751","CALR"
"3752","GMPPB"
"3753","EPRS"
"3754","BCORL1"
"3755","LBR"
"3756","RUVBL1"
"3757","MTX1"
"3758","FRS2"
"3759","ARHGAP1"
"3760","EIF2S3"
"3761","NOP56"
"3762","DLG3"
"3763","MDFI"
"3764","TRAPPC2L"
"3765","NOP58"
"3766","CCDC120"
"3767","IGHMBP2"
"3768","EXOC4"
"3769","NOP2"
"3770","PRPF3"
"3771","POLR2G"
"3772","MAP3K11"
"3773","ITGA5"
"3774","FLT3"
"3775","PDZK1"
"3776","GABPB1"
"3777","PPP6C"
"3778","MYH10"
"3779","LSR"
"3780","RPTOR"
"3781","PIK3CB"
"3782","ACTN2"
"3783","CNKSR1"
"3784","DLGAP4"
"3785","ITGA2"
"3786","ARHGEF6"
"3787","MRPL46"
"3788","PNN"
"3789","NXF1"
"3790","DHX38"
"3791","RANBP1"
"3792","FMR1"
"3793","GNAS"
"3794","TOMM20"
"3795","RPL10"
"3796","EPB41L1"
"3797","WASF2"
"3798","DIRAS3"
"3799","NRG1"
"3800","ICMT"
"3801","POLR3B"
"3802","CCNYL1"
"3803","SLC7A1"
"3804","POLR2C"
"3805","OSBPL9"
"3806","GGPS1"
"3807","SLC38A2"
"3808","ANP32A"
"3809","SCD"
"3810","CLNS1A"
"3811","FGB"
"3812","BCLAF1"
"3813","DNAJC16"
"3814","PHB2"
"3815","ERBB3"
"3816","CHP1"
"3817","COX6C"
"3818","ABCD3"
"3819","ARID1B"
"3820","ESRP1"
"3821","DDX51"
"3822","MCPH1"
"3823","ATP1A1"
"3824","ATP6AP2"
"3825","BSG"
"3826","BCAP31"
"3827","CFL1"
"3828","RALA"
"3829","PPP5C"
"3830","MYO1E"
"3831","PHF7"
"3832","PITPNM3"
"3833","PRKAR1A"
"3834","NSF"
"3835","FLOT1"
"3836","RBM8A"
"3837","PAK2"
"3838","GORASP2"
"3839","LZTR1"
"3840","JMJD4"
"3841","CIRH1A"
"3842","BMS1"
"3843","IMP4"
"3844","DARS"
"3845","PFDN5"
"3846","EMC7"
"3847","AKAP5"
"3848","TXNL4A"
"3849","BCL2L13"
"3850","CDC42EP4"
"3851","ATP2B4"
"3852","MAGI1"
"3853","AP2M1"
"3854","ATXN7L3"
"3855","GLI3"
"3856","GABPA"
"3857","EIF3C"
"3858","SUV39H2"
"3859","MAGEB1"
"3860","FAM50A"
"3861","RAP1A"
"3862","EGLN1"
"3863","TNRC18"
"3864","ARHGEF26"
"3865","CWC22"
"3866","C1orf131"
"3867","ABCC1"
"3868","IKZF3"
"3869","EIF6"
"3870","KTN1"
"3871","GPRC5A"
"3872","HMOX2"
"3873","THOC1"
"3874","CCDC114"
"3875","RPE"
"3876","MTCH2"
"3877","EIF4A3"
"3878","VAPB"
"3879","QKI"
"3880","CYB5B"
"3881","C1QBP"
"3882","JAM3"
"3883","NOL3"
"3884","POLR2B"
"3885","GOLIM4"
"3886","HLA-A"
"3887","ATP5O"
"3888","NR5A1"
"3889","INSR"
"3890","CLP1"
"3891","EHD1"
"3892","ALKBH3"
"3893","EIF1"
"3894","IARS"
"3895","INTS3"
"3896","PIP4K2A"
"3897","DNM3"
"3898","KDM5B"
"3899","CATSPER1"
"3900","CAMK2A"
"3901","P2RY6"
"3902","CAMK2B"
"3903","NPRL2"
"3904","GRK6"
"3905","SEC23B"
"3906","FLVCR1"
"3907","ANKRD11"
"3908","FCHO2"
"3909","MRPL30"
"3910","KDM3B"
"3911","CISD2"
"3912","HIST2H3C"
"3913","TLDC1"
"3914","PINK1"
"3915","CAMK2D"
"3916","TMEM115"
"3917","MTM1"
"3918","PKP3"
"3919","SCAMP3"
"3920","NCAM1"
"3921","MRPS11"
"3922","LARS"
"3923","PEBP1"
"3924","DSC3"
"3925","MEMO1"
"3926","RPL35A"
"3927","URI1"
"3928","HSP90AB2P"
"3929","FAM131B"
"3930","ACTR2"
"3931","MID1"
"3932","FAM129B"
"3933","IPO11"
"3934","FDXR"
"3935","APBB1"
"3936","PKP4"
"3937","DDX27"
"3938","ARL4A"
"3939","RNMTL1"
"3940","IPO5"
"3941","EIF3D"
"3942","FIP1L1"
"3943","ACTG1"
"3944","FGFR1"
"3945","PRPF19"
"3946","ATP5B"
"3947","GRAP2"
"3948","RP2"
"3949","PRPF8"
"3950","SHISA2"
"3951","ITM2B"
"3952","CDK16"
"3953","ARHGAP21"
"3954","EML4"
"3955","SCAP"
"3956","ETF1"
"3957","IRS2"
"3958","STX12"
"3959","NAPA"
"3960","DTNA"
"3961","TIAM1"
"3962","TRAPPC1"
"3963","ATP2B1"
"3964","MPDZ"
"3965","INA"
"3966","C16orf72"
"3967","INO80E"
"3968","SLC1A5"
"3969","RPS6KA6"
"3970","RPF2"
"3971","CHCHD3"
"3972","TKT"
"3973","APLP2"
"3974","ACACA"
"3975","EMC8"
"3976","GPI"
"3977","PKP2"
"3978","DPH5"
"3979","LRRC32"
"3980","CDIPT"
"3981","GEMIN6"
"3982","KIAA1715"
"3983","AUP1"
"3984","ACSL3"
"3985","PLEKHO1"
"3986","RAP1GDS1"
"3987","BAIAP2"
"3988","DTD1"
"3989","MLF2"
"3990","FGA"
"3991","MRPL37"
"3992","KIAA1549"
"3993","RICTOR"
"3994","PHGDH"
"3995","RNF40"
"3996","IKBKAP"
"3997","MARK2"
"3998","EFNB3"
"3999","ANKRD13C"
"4000","CPNE8"
"4001","MAGOH"
"4002","SND1"
"4003","RFT1"
"4004","NDUFA13"
"4005","HSDL2"
"4006","TMPO"
"4007","MPP7"
"4008","NHEJ1"
"4009","ARHGAP32"
"4010","PIK3R3"
"4011","EEFSEC"
"4012","KLF16"
"4013","DDX24"
"4014","SBF1"
"4015","FGFR2"
"4016","GRPEL1"
"4017","CFAP20"
"4018","MBOAT7"
"4019","RAB27A"
"4020","CRNKL1"
"4021","SRPRB"
"4022","NUBP2"
"4023","MARS"
"4024","CACNA2D2"
"4025","NSDHL"
"4026","CDC42BPA"
"4027","ARL6IP5"
"4028","SPECC1"
"4029","SAMM50"
"4030","SLC6A8"
"4031","MUC20"
"4032","SLC30A7"
"4033","C2CD2L"
"4034","CYFIP1"
"4035","NAA10"
"4036","CPSF1"
"4037","MFHAS1"
"4038","DIP2B"
"4039","SRRM1"
"4040","DENR"
"4041","CAMLG"
"4042","VAPA"
"4043","MIS18A"
"4044","SPAST"
"4045","COBL"
"4046","FUNDC2"
"4047","ISY1"
"4048","LUC7L2"
"4049","EIF1AD"
"4050","GOSR1"
"4051","KCMF1"
"4052","ADH6"
"4053","EIF2S1"
"4054","ARL13B"
"4055","DDX47"
"4056","SAE1"
"4057","FOXR1"
"4058","DEPDC1B"
"4059","FDPS"
"4060","EXOC1"
"4061","NDRG3"
"4062","KRIT1"
"4063","POLR3A"
"4064","RAP2C"
"4065","DOCK8"
"4066","EFR3A"
"4067","ITGA6"
"4068","PHAX"
"4069","UQCRC2"
"4070","LDB1"
"4071","DLG4"
"4072","GTF2E2"
"4073","GLE1"
"4074","PPP1R8"
"4075","MVB12A"
"4076","CD46"
"4077","SLC7A11"
"4078","RPL32"
"4079","AP4S1"
"4080","ADD2"
"4081","MORC2"
"4082","ARPC3"
"4083","PREX1"
"4084","RAB6A"
"4085","FAM71E1"
"4086","IREB2"
"4087","BCAS2"
"4088","DIDO1"
"4089","SAMSN1"
"4090","LCP1"
"4091","KLRG2"
"4092","MNDA"
"4093","EFNB2"
"4094","NOP10"
"4095","ATP6V1G1"
"4096","MDH2"
"4097","SRP54"
"4098","PLEKHA5"
"4099","HBEGF"
"4100","LTA4H"
"4101","BCS1L"
"4102","ALK"
"4103","SPG21"
"4104","SOD1"
"4105","IGF2R"
"4106","MMGT1"
"4107","QARS"
"4108","DOK2"
"4109","PACS1"
"4110","SLC15A1"
"4111","CSF2RB"
"4112","ARPC2"
"4113","DRG1"
"4114","EPN2"
"4115","EI24"
"4116","KARS"
"4117","C5orf15"
"4118","SNX5"
"4119","GAB2"
"4120","FAM126A"
"4121","CYP51A1"
"4122","PAF1"
"4123","RBFOX1"
"4124","VAMP8"
"4125","PTRH2"
"4126","SPCS1"
"4127","POLR1A"
"4128","TNS3"
"4129","PPAN-P2RY11"
"4130","AAMP"
"4131","DHCR7"
"4132","OCLN"
"4133","MRPL49"
"4134","CTNNA1"
"4135","FRAT1"
"4136","EPB41L3"
"4137","MARCKSL1"
"4138","ITM2A"
"4139","TMEM109"
"4140","GABPB2"
"4141","HBZ"
"4142","LLGL2"
"4143","CYB5R1"
"4144","TRPM7"
"4145","KIRREL"
"4146","RAB11B"
"4147","NOTCH2"
"4148","PTPRA"
"4149","NTRK2"
"4150","RASAL2"
"4151","PIK3CG"
"4152","ROR1"
"4153","ABHD12"
"4154","PVRL1"
"4155","COX6B1"
"4156","COX7B"
"4157","LMAN1"
"4158","ITGB6"
"4159","EMID1"
"4160","HLA-C"
"4161","C6"
"4162","STX6"
"4163","GNAQ"
"4164","INADL"
"4165","CCDC115"
"4166","PLCD1"
"4167","SNAP23"
"4168","TOR1AIP1"
"4169","EHBP1"
"4170","NOL8"
"4171","DHRS7"
"4172","PHLDB2"
"4173","TBC1D5"
"4174","DNTTIP1"
"4175","FERMT1"
"4176","CDKL5"
"4177","PDGFB"
"4178","CCDC88A"
"4179","CNP"
"4180","ANO6"
"4181","SPCS2"
"4182","AGGF1"
"4183","NUP98"
"4184","ENY2"
"4185","SPRED1"
"4186","NADK"
"4187","HOXB5"
"4188","BRD2"
"4189","MTMR10"
"4190","POLR2H"
"4191","USE1"
"4192","RAB11FIP1"
"4193","THOC6"
"4194","OSBPL10"
"4195","ATP13A3"
"4196","PLEKHA1"
"4197","PHF5A"
"4198","ARHGAP31"
"4199","DDRGK1"
"4200","RPAP1"
"4201","CLCN7"
"4202","FGF19"
"4203","CA12"
"4204","SPATA5"
"4205","ATP6V0C"
"4206","IL6ST"
"4207","SEPT5"
"4208","PFKP"
"4209","CACHD1"
"4210","TCEA1"
"4211","STX10"
"4212","RBM14-RBM4"
"4213","KANSL2"
"4214","LSM11"
"4215","SEC61B"
"4216","CRNN"
"4217","TRMT61B"
"4218","KIN"
"4219","WDR62"
"4220","HARS"
"4221","SNAP47"
"4222","PPFIA1"
"4223","COLEC10"
"4224","F11R"
"4225","PLEKHA2"
"4226","KIAA0391"
"4227","COCH"
"4228","RPS28"
"4229","CWF19L1"
"4230","TACC1"
"4231","HMGN2"
"4232","LPCAT1"
"4233","SPAG1"
"4234","VPS26A"
"4235","C2orf72"
"4236","RTN2"
"4237","FLOT2"
"4238","CDC42BPB"
"4239","WDR20"
"4240","EFR3B"
"4241","CHMP6"
"4242","PLSCR1"
"4243","STOM"
"4244","SCRIB"
"4245","C1orf27"
"4246","POLR3F"
"4247","ITGA2B"
"4248","RER1"
"4249","SOAT1"
"4250","KSR2"
"4251","FAM171A2"
"4252","KDF1"
"4253","CWF19L2"
"4254","ADD3"
"4255","MFN1"
"4256","PREB"
"4257","PARP12"
"4258","IL2RG"
"4259","PLEKHA7"
"4260","FGF23"
"4261","FGG"
"4262","RANBP10"
"4263","DNAJC17"
"4264","FGFRL1"
"4265","BCAS3"
"4266","ABCC2"
"4267","ACVRL1"
"4268","STX8"
"4269","PPAP2B"
"4270","SLC33A1"
"4271","MPHOSPH10"
"4272","STK10"
"4273","TOMM22"
"4274","NTRK3"
"4275","HSPA14"
"4276","HEPH"
"4277","ADAMTSL5"
"4278","NDUFA9"
"4279","SNRPF"
"4280","NOS1"
"4281","SLC4A8"
"4282","RALGDS"
"4283","RPF1"
"4284","TTC31"
"4285","PPAT"
"4286","NEK1"
"4287","S100P"
"4288","FAM83D"
"4289","TBL1XR1"
"4290","SLC6A15"
"4291","KDSR"
"4292","ANKRD26"
"4293","CDKAL1"
"4294","POLE"
"4295","FGF1"
"4296","CLEC11A"
"4297","CNKSR2"
"4298","IL2RB"
"4299","RAB23"
"4300","PELI3"
"4301","JPH1"
"4302","RAPGEF2"
"4303","EXD2"
"4304","POR"
"4305","SRPR"
"4306","FGF7"
"4307","ISCA2"
"4308","AFTPH"
"4309","SPRED3"
"4310","SSR1"
"4311","USP33"
"4312","PODXL"
"4313","RABL3"
"4314","FARP1"
"4315","FAM115C"
"4316","LRP6"
"4317","STX3"
"4318","ADAM10"
"4319","DNLZ"
"4320","USP6NL"
"4321","NEXN"
"4322","FKBPL"
"4323","MARK1"
"4324","RALGPS2"
"4325","PLP2"
"4326","RRP9"
"4327","LLGL1"
"4328","STXBP3"
"4329","NRTN"
"4330","SLC5A3"
"4331","NHP2"
"4332","MYH8"
"4333","CREG1"
"4334","PDXDC1"
"4335","MARVELD2"
"4336","SLC12A7"
"4337","NUDT9"
"4338","CISD1"
"4339","RTCB"
"4340","C5orf22"
"4341","RRAGC"
"4342","TRIM44"
"4343","NOG"
"4344","N6AMT2"
"4345","HSCB"
"4346","SEH1L"
"4347","MLLT4"
"4348","CLCC1"
"4349","SLC26A2"
"4350","DLG2"
"4351","TBL2"
"4352","SLC16A1"
"4353","ATP6V1D"
"4354","DCAF13"
"4355","ABCB5"
"4356","ACSM4"
"4357","ROR2"
"4358","APBB1IP"
"4359","RASAL1"
"4360","LYPD4"
"4361","PON2"
"4362","ARC"
"4363","OLA1"
"4364","WDR36"
"4365","FAM160A2"
"4366","IFNGR1"
"4367","SNX3"
"4368","PVRL3"
"4369","TRIM3"
"4370","CDC42EP1"
"4371","C21orf59"
"4372","PAM"
"4373","GON4L"
"4374","UTP6"
"4375","ADAM22"
"4376","SLC20A2"
"4377","DSC2"
"4378","COX3"
"4379","SLC39A6"
"4380","LIN9"
"4381","PVRL2"
"4382","ATP7A"
"4383","MARK3"
"4384","CTNNAL1"
"4385","HM13"
"4386","EFNB1"
"4387","MAK"
"4388","SLC39A10"
"4389","OSGIN1"
"4390","STX18"
"4391","PLXNA1"
"4392","TBCD"
"4393","TTN"
"4394","IL24"
"4395","CHMP7"
"4396","UQCRC1"
"4397","FGFR3"
"4398","SDAD1"
"4399","GRIN2A"
"4400","DPAGT1"
"4401","CTTNBP2"
"4402","TNFSF13"
"4403","KIAA1522"
"4404","EDA2R"
"4405","DARS2"
"4406","ITFG3"
"4407","PIGU"
"4408","MRC2"
"4409","VAMP3"
"4410","MVB12B"
"4411","NAA15"
"4412","FEZ2"
"4413","CXADR"
"4414","AFD1"
"4415","C14orf80"
"4416","GPR107"
"4417","GPR50"
"4418","ATP11A"
"4419","RNFT1"
"4420","FGF9"
"4421","NMNAT1"
"4422","GRIN2D"
"4423","MPP1"
"4424","LSM5"
"4425","CLDN3"
"4426","AK6"
"4427","MCAM"
"4428","PPP3CB"
"4429","BRK1"
"4430","ATP6V0D2"
"4431","ABHD5"
"4432","GGA3"
"4433","TGM1"
"4434","EHBP1L1"
"4435","SLC4A7"
"4436","KIAA0754"
"4437","MECR"
"4438","FAM213A"
"4439","FAM83B"
"4440","RAB13"
"4441","PLCB1"
"4442","EPB42"
"4443","ACADSB"
"4444","EPB41L4B"
"4445","FRS3"
"4446","GPRC5B"
"4447","GAB1"
"4448","FLRT3"
"4449","SNAPC4"
"4450","MPZL1"
"4451","PLCB3"
"4452","SLC3A2"
"4453","ARHGEF35"
"4454","MATN2"
"4455","SIL1"
"4456","NAV2"
"4457","PPFIBP2"
"4458","KIAA0195"
"4459","ROBO1"
"4460","CCDC112"
"4461","FUNDC1"
"4462","GDNF"
"4463","GEN1"
"4464","NDUFAF2"
"4465","RASGRF2"
"4466","SLC9A1"
"4467","DDX43"
"4468","SPRY4"
"4469","IGSF21"
"4470","RASSF2"
"4471","RET"
"4472","CCDC171"
"4473","QDPR"
"4474","PHACTR4"
"4475","C12orf66"
"4476","CYTB"
"4477","SMNDC1"
"4478","GYPC"
"4479","MOB3C"
"4480","ST13"
"4481","SRP9"
"4482","C9orf84"
"4483","CTNS"
"4484","C12orf56"
"4485","DHRS7C"
"4486","CYP11B1"
"4487","RPP25L"
"4488","SEMA4D"
"4489","RASGRP3"
"4490","UBAC2"
"4491","SNX6"
"4492","FCGR1A"
"4493","NTF3"
"4494","LMLN"
"4495","STT3A"
"4496","IL5RA"
"4497","SH2D4A"
"4498","TRAK1"
"4499","RAB14"
"4500","RALB"
"4501","KIDINS220"
"4502","RAB21"
"4503","SYNGAP1"
"4504","FTSJ1"
"4505","DNAJC1"
"4506","SLC4A2"
"4507","SURF6"
"4508","LINC01547"
"4509","ATL1"
"4510","OSBPL8"
"4511","THRSP"
"4512","RIN1"
"4513","NRXN3"
"4514","MPP5"
"4515","ENPP4"
"4516","PMVK"
"4517","FGF10"
"4518","PTK7"
"4519","SCARB1"
"4520","CHN1"
"4521","NUBPL"
"4522","HSD3B7"
"4523","NOP16"
"4524","NAB1"
"4525","POLM"
"4526","TXLNG"
"4527","SMPD4"
"4528","BFSP1"
"4529","HSD3B2"
"4530","STON2"
"4531","SLU7"
"4532","WLS"
"4533","CD96"
"4534","SEPT6"
"4535","UACA"
"4536","MINK1"
"4537","TTC27"
"4538","CADM1"
"4539","SMC6"
"4540","RAPGEF5"
"4541","SHB"
"4542","SNTB1"
"4543","FGF6"
"4544","VPS45"
"4545","PEAK1"
"4546","SMG6"
"4547","PANX1"
"4548","ZC3H18"
"4549","GFRA4"
"4550","FAM126B"
"4551","ZMYND8"
"4552","SEC14L3"
"4553","SLC39A14"
"4554","SEPT8"
"4555","PACSIN2"
"4556","ZBTB5"
"4557","PLD3"
"4558","SLC1A3"
"4559","IGSF3"
"4560","GNAT1"
"4561","NTF4"
"4562","WDR76"
"4563","TMEM161A"
"4564","SLC30A1"
"4565","CDHR5"
"4566","GJC1"
"4567","TMCO1"
"4568","S100A7"
"4569","UBTF"
"4570","SLC2A3"
"4571","STIM1"
"4572","MICAL3"
"4573","ITM2C"
"4574","RAPGEF6"
"4575","SYPL2"
"4576","FBXO36"
"4577","PSMG4"
"4578","GATA6"
"4579","RSBN1"
"4580","ALKBH7"
"4581","TNPO1"
"4582","TTI2"
"4583","VAMP2"
"4584","ELMOD3"
"4585","SLC7A5"
"4586","GLP2R"
"4587","GCM2"
"4588","PSKH2"
"4589","VANGL1"
"4590","VWF"
"4591","VEZT"
"4592","RILPL2"
"4593","TXNDC11"
"4594","IPMK"
"4595","SPRED2"
"4596","BTC"
"4597","CLCN6"
"4598","DCLK2"
"4599","PALM"
"4600","ZDHHC17"
"4601","VANGL2"
"4602","TXNRD2"
"4603","RELL1"
"4604","TUB"
"4605","TMEM230"
"4606","VAMP4"
"4607","WDR74"
"4608","C19orf26"
"4609","XPOT"
"4610","GRIN1"
"4611","SIGIRR"
"4612","UBXN4"
"4613","FREM1"
"4614","LRRC57"
"4615","WDR83"
"4616","WWC1"
"4617","MPZL2"
"4618","SLC6A9"
"4619","RLF"
"4620","RASSF5"
"4621","ZCCHC9"
"4622","PAK3"
"4623","RRAS2"
"4624","NUP62CL"
"4625","ZNHIT6"
"4626","SPHK1"
"4627","PKLR"
"4628","FGF22"
"4629","FGF20"
"4630","FRMPD1"
"4631","PLCE1"
"4632","SIRPA"
"4633","GFRA1"
"4634","CLDN1"
"4635","OAS1"
"4636","CLCN1"
"4637","UNK"
"4638","GSDMC"
"4639","FAM114A2"
"4640","PPP1R9A"
"4641","DCBLD1"
"4642","WARS2"
"4643","TPP2"
"4644","PAPPA2"
"4645","ANO10"
"4646","TBC1D8"
"4647","GRIP2"
"4648","KDM8"
"4649","PTGR2"
"4650","RHBDD2"
"4651","TTC21B"
"4652","NQO2"
"4653","URB2"
"4654","SLC31A1"
"4655","SLC38A1"
"4656","HTRA3"
"4657","MOB3A"
"4658","DTYMK"
"4659","RFX4"
"4660","IL17RD"
"4661","ULBP1"
"4662","PDLIM4"
"4663","GDF10"
"4664","TEX10"
"4665","COX4I2"
"4666","TMX4"
"4667","PIP5K1A"
"4668","TMEM51"
"4669","FGD6"
"4670","SC5D"
"4671","SLC12A2"
"4672","CRLS1"
"4673","USP9Y"
"4674","UXT"
"4675","RASAL3"
"4676","SLCO4A1"
"4677","SH3PXD2B"
"4678","VPS51"
"4679","TMEM248"
"4680","CSRNP1"
"4681","SHOC2"
"4682","SPTY2D1"
"4683","TULP3"
"4684","GPR56"
"4685","GTSF1"
"4686","EFCAB12"
"4687","FAM92B"
"4688","FFAR3"
"4689","C5orf63"
"4690","NAT1"
"4691","KDELC1"
"4692","RGP1"
"4693","RELN"
"4694","TMED8"
"4695","TMEM87A"
"4696","TSPAN15"
"4697","TMEM237"
"4698","PAPD7"
"4699","TAOK3"
"4700","SYTL4"
"4701","ZC3H13"
"4702","SLC43A1"
"4703","UBXN8"
"4704","TMEM214"
"4705","RGL4"
"4706","RHPN2"
"4707","NAV3"
"4708","TUFT1"
"4709","ROS1"
"4710","COLCA2"
"4711","STIM2"
"4712","PHF3"
"4713","RIMS1"
"4714","SLITRK5"
"4715","RASGRP1"
"4716","ARTN"
"4717","TMX1"
"4718","FAM83F"
"4719","SLC12A4"
"4720","YES1"
"4721","NCBP2-AS2"
"4722","TBC1D10A"
"4723","NXT2"
"4724","TMEM199"
"4725","PLEKHA6"
"4726","NOX1"
"4727","THG1L"
"4728","MOCS2"
"4729","CSF2RA"
