"Index","Prot"
"12019","SH3BGR"
"12020","RASGEF1B"
"12021","TNFAIP8L1"
"12022","UBQLNL"
"12023","PDE1C"
"12024","MIR22HG"
"12025","IGHV1-2"
"12026","SLC45A4"
"12027","KRTAP16-1"
"12028","SMTNL1"
"12029","RASA4B"
"12030","FAM186A"
"12031","FAM66E"
"12032","ZCCHC18"
"12033","PRSS42"
"12034","SMIM5"
"12035","LOC400499"
"12036","EYS"
"12037","REP15"
"12038","RNA28S5"
"12039","LILRB5"
"12040","PAGE3"
"12041","XRRA1"
"12042","MTCO2P1"
"12043","SLAMF6"
"12044","TOPAZ1"
"12045","KCTD9P2"
"12046","PCDHGA3"
"12047","GPR149"
"12048","STH"
"12049","VTCN1"
"12050","LILRA2"
"12051","UBQLN3"
"12052","LILRA5"
"12053","IRG1"
"12054","CHTF18"
"12055","HS3ST1"
"12056","ABCB10"
"12057","IFFO1"
"12058","MRPL40"
"12059","ASIC4"
"12060","HACL1"
"12061","DCXR"
"12062","AQP3"
"12063","TRIM43"
"12064","CHRNA9"
"12065","ACAD11"
"12066","KRTAP10-5"
"12067","ACOX3"
"12068","MEOX1"
"12069","CHST10"
"12070","APOL2"
"12071","HOXB13"
"12072","ACSF3"
"12073","AARS2"
"12074","NALCN"
"12075","PRSS22"
"12076","CCDC155"
"12077","CNTLN"
"12078","B4GALT7"
"12079","SYT6"
"12080","PEX2"
"12081","CERCAM"
"12082","PIGT"
"12083","RDH12"
"12084","MARCH5"
"12085","ZNF695"
"12086","RNF150"
"12087","GPATCH1"
"12088","NDUFAF3"
"12089","DTNB"
"12090","UBXN2B"
"12091","CETN3"
"12092","CALR3"
"12093","EXT2"
"12094","KRTAP4-12"
"12095","KCNC4"
"12096","RNF165"
"12097","RNF26"
"12098","ORMDL3"
"12099","C17orf67"
"12100","LIMS2"
"12101","KIAA1377"
"12102","NT5DC3"
"12103","PKP1"
"12104","RHBDF2"
"12105","ALG3"
"12106","GJB5"
"12107","CYHR1"
"12108","DNAJC30"
"12109","CCDC137"
"12110","INCA1"
"12111","KRTAP10-1"
"12112","AMACR"
"12113","FAM214B"
"12114","POLR3C"
"12115","CLCN2"
"12116","ARL4D"
"12117","BOD1L1"
"12118","INPP5A"
"12119","POC1B"
"12120","SEMA7A"
"12121","PPM1E"
"12122","MEIS2"
"12123","AK9"
"12124","FMN2"
"12125","PLB1"
"12126","GRIPAP1"
"12127","HS2ST1"
"12128","C3orf52"
"12129","GUCD1"
"12130","AZGP1"
"12131","ATF5"
"12132","FAM208A"
"12133","C20orf141"
"12134","POP4"
"12135","FXYD3"
"12136","FAM19A3"
"12137","APOBEC3D"
"12138","ARL15"
"12139","SVOPL"
"12140","DHX57"
"12141","SEMG1"
"12142","DEC1"
"12143","C14orf178"
"12144","PPP1R3A"
"12145","ELMO3"
"12146","REEP6"
"12147","CDK20"
"12148","NPTX1"
"12149","PDDC1"
"12150","MRPL27"
"12151","MRPL28"
"12152","CMAS"
"12153","LTC4S"
"12154","ASTE1"
"12155","GCC1"
"12156","BIRC8"
"12157","MAP7D2"
"12158","CXorf57"
"12159","NACC2"
"12160","JAGN1"
"12161","CADM3"
"12162","FAM131C"
"12163","MLH3"
"12164","RNF167"
"12165","TCEANC"
"12166","ACYP2"
"12167","PPIP5K2"
"12168","BTN2A2"
"12169","DOHH"
"12170","ZC3H14"
"12171","CRCP"
"12172","HOXC9"
"12173","MCCC1"
"12174","DMC1"
"12175","CYB561"
"12176","DKK4"
"12177","B3GALT6"
"12178","C1QTNF1"
"12179","TMEM245"
"12180","CRABP2"
"12181","C4orf26"
"12182","CYP11B2"
"12183","PTER"
"12184","AKIRIN1"
"12185","ZNF331"
"12186","TBC1D22A"
"12187","PEX12"
"12188","UPK1A"
"12189","AKAP4"
"12190","METTL8"
"12191","GFOD1"
"12192","SELK"
"12193","SLC35E1"
"12194","DSTYK"
"12195","NACA2"
"12196","ALOXE3"
"12197","MRPL51"
"12198","ALKBH5"
"12199","ZKSCAN1"
"12200","POLL"
"12201","ZKSCAN3"
"12202","RNF122"
"12203","GABRQ"
"12204","LEPROTL1"
"12205","ACOT13"
"12206","MRPL50"
"12207","MRPS17"
"12208","CFHR3"
"12209","PRPSAP2"
"12210","PHLDA3"
"12211","NDUFA11"
"12212","MOCS3"
"12213","PTDSS1"
"12214","NUDT10"
"12215","GABRB1"
"12216","GCNT1"
"12217","CSPG5"
"12218","MANBAL"
"12219","CER1"
"12220","NEU4"
"12221","SEC22A"
"12222","ARHGEF11"
"12223","HOMER1"
"12224","LXN"
"12225","PTPN21"
"12226","SCARF2"
"12227","PWWP2A"
"12228","PARP10"
"12229","AP3B2"
"12230","AIG1"
"12231","IBA57"
"12232","SLC17A2"
"12233","MRPS18C"
"12234","MPPED1"
"12235","L1TD1"
"12236","PEX7"
"12237","CLN6"
"12238","FAM19A4"
"12239","NAALADL2"
"12240","LYVE1"
"12241","LIPH"
"12242","KCNK13"
"12243","CLCA4"
"12244","CLEC4A"
"12245","ABCA9"
"12246","FAXDC2"
"12247","CLCN3"
"12248","MARCH3"
"12249","ESRP2"
"12250","ARL5B"
"12251","PPP1R32"
"12252","ODF2L"
"12253","SMCO4"
"12254","RETSAT"
"12255","C19orf68"
"12256","CHN2"
"12257","PPM1M"
"12258","ADAM33"
"12259","HBD"
"12260","MRPL52"
"12261","DHRS1"
"12262","TIGD5"
"12263","SEMA4F"
"12264","PLEKHH3"
"12265","ALPP"
"12266","SH2D1B"
"12267","FAM174A"
"12268","TXNDC17"
"12269","PEX10"
"12270","M1AP"
"12271","NEK3"
"12272","RABGAP1L"
"12273","CDRT15"
"12274","FECH"
"12275","CD97"
"12276","ALG8"
"12277","MBD3L1"
"12278","B3GAT3"
"12279","GSDMA"
"12280","FASTKD5"
"12281","OSTF1"
"12282","LRRC4C"
"12283","MTHFD2"
"12284","FGD1"
"12285","DPYD"
"12286","PRRG4"
"12287","ZSCAN20"
"12288","HBG1"
"12289","C9orf142"
"12290","IGH"
"12291","RPUSD2"
"12292","PPIAL4B"
"12293","HS3ST3A1"
"12294","CXCL14"
"12295","RTFDC1"
"12296","MTMR6"
"12297","CDX4"
"12298","ADCYAP1"
"12299","FAIM"
"12300","DLGAP3"
"12301","LZIC"
"12302","KCNK1"
"12303","SEC11A"
"12304","NAA16"
"12305","RNF157"
"12306","SLC2A5"
"12307","STAC"
"12308","SUCLG2"
"12309","FAM19A1"
"12310","ZNF579"
"12311","RBM6"
"12312","CRABP1"
"12313","TCEAL2"
"12314","PPCS"
"12315","RGPD3"
"12316","CHCHD1"
"12317","BSDC1"
"12318","SMTNL2"
"12319","HAO2"
"12320","SYPL1"
"12321","SRBD1"
"12322","PLXNB1"
"12323","C4orf3"
"12324","KIAA1109"
"12325","MORN4"
"12326","ACKR4"
"12327","DAO"
"12328","SOX11"
"12329","ZNF10"
"12330","GABRB3"
"12331","RUSC1"
"12332","PXK"
"12333","EOGT"
"12334","SLC30A2"
"12335","LCLAT1"
"12336","CA5A"
"12337","RORB"
"12338","TECPR2"
"12339","MARCH2"
"12340","RNASEH2B"
"12341","TMEM14A"
"12342","CRAT"
"12343","NIPSNAP3A"
"12344","C12orf65"
"12345","RPRM"
"12346","TMEM189-UBE2V1"
"12347","FIZ1"
"12348","AZIN1"
"12349","DEFB127"
"12350","RPP30"
"12351","MBD3L2"
"12352","MUCL1"
"12353","C11orf24"
"12354","ZNF473"
"12355","PGAP3"
"12356","SEMA3F"
"12357","SEMA5B"
"12358","SCLY"
"12359","FGFBP1"
"12360","CHST1"
"12361","GOLGA2P10"
"12362","DTWD2"
"12363","BOLL"
"12364","KIF13A"
"12365","KIAA0141"
"12366","ANKRD20A5P"
"12367","ORMDL1"
"12368","EEPD1"
"12369","FNBP4"
"12370","KCNJ2"
"12371","DOK7"
"12372","BAAT"
"12373","OSTCP1"
"12374","THSD4"
"12375","MPZ"
"12376","ZNF483"
"12377","MARCH1"
"12378","ERMAP"
"12379","GABRB2"
"12380","SZT2"
"12381","ASIC3"
"12382","OAF"
"12383","PHF23"
"12384","HPDL"
"12385","RPS10P5"
"12386","PEX26"
"12387","SH3BGRL2"
"12388","PHKG1"
"12389","PLEKHB1"
"12390","SMPDL3B"
"12391","NIPAL3"
"12392","CIPC"
"12393","SRGAP3"
"12394","MARCH8"
"12395","MGLL"
"12396","SLC25A28"
"12397","NCCRP1"
"12398","CYYR1"
"12399","TEFM"
"12400","PIPOX"
"12401","POLR3GL"
"12402","CTSZ"
"12403","STK16"
"12404","IZUMO2"
"12405","CMTM7"
"12406","AQP10"
"12407","CNIH3"
"12408","BAI1"
"12409","HAO1"
"12410","TLX3"
"12411","PCNP"
"12412","C4orf33"
"12413","EVI2A"
"12414","CGA"
"12415","DUS2"
"12416","GMEB2"
"12417","DNAH17"
"12418","ZBED1"
"12419","MED12L"
"12420","KCNV2"
"12421","EDDM3B"
"12422","DPM3"
"12423","FAM133B"
"12424","GJB2"
"12425","EPHA10"
"12426","RNF141"
"12427","SERPINA12"
"12428","CCNI"
"12429","SLC27A2"
"12430","GPR158"
"12431","PAFAH2"
"12432","CCL23"
"12433","ZNF264"
"12434","HS6ST1"
"12435","DEFB1"
"12436","SLC1A4"
"12437","RBM18"
"12438","NXN"
"12439","PXDN"
"12440","CCDC154"
"12441","GAL3ST4"
"12442","AQPEP"
"12443","GPR141"
"12444","SLC35A1"
"12445","B3GALTL"
"12446","TM4SF20"
"12447","SLC24A5"
"12448","SEMA3B"
"12449","PNLIPRP1"
"12450","POTEKP"
"12451","DEFB104A"
"12452","SEMA6A"
"12453","HAS2"
"12454","DECR2"
"12455","IGFBP6"
"12456","TMEM107"
"12457","CSNK1G2-AS1"
"12458","LDOC1L"
"12459","PCDH11X"
"12460","DGKD"
"12461","PEX11B"
"12462","ZSCAN12"
"12463","DDX60L"
"12464","CPN2"
"12465","SP4"
"12466","GRIA4"
"12467","LHX3"
"12468","ACOT4"
"12469","PAOX"
"12470","SPINK2"
"12471","SENP7"
"12472","PCED1A"
"12473","SLC25A18"
"12474","TTC23"
"12475","SWSAP1"
"12476","ARL10"
"12477","TM7SF3"
"12478","SLC38A10"
"12479","FA2H"
"12480","PHRF1"
"12481","SPINK7"
"12482","MLIP"
"12483","CFHR5"
"12484","PHF14"
"12485","PHKA1"
"12486","HIST1H4G"
"12487","YIPF1"
"12488","SLC30A3"
"12489","SELPLG"
"12490","HPSE2"
"12491","GPR108"
"12492","GTF3C6"
"12493","PDX1"
"12494","PLEKHG4"
"12495","SLC38A7"
"12496","LOC100419906"
"12497","RNPEP"
"12498","CDC42EP2"
"12499","NUDT1"
"12500","TMEM41A"
"12501","RGPD8"
"12502","PLEKHM2"
"12503","PCSK1"
"12504","CFHR1"
"12505","RNASE13"
"12506","NCAN"
"12507","TDRD7"
"12508","SERP1"
"12509","CCNJ"
"12510","PAX8"
"12511","UPK1B"
"12512","CYB561D2"
"12513","PECR"
"12514","INPP5J"
"12515","POLR3G"
"12516","ZNF254"
"12517","ACOX2"
"12518","PPAPDC1A"
"12519","SPRYD4"
"12520","URB1"
"12521","C2orf82"
"12522","SEMA4G"
"12523","LHFPL5"
"12524","CLDND2"
"12525","CPN1"
"12526","FRMD7"
"12527","TMEM184A"
"12528","ZSCAN21"
"12529","SLC35B4"
"12530","BRICD5"
"12531","KIAA1875"
"12532","IAPP"
"12533","SMIM11"
"12534","CLDN10"
"12535","EMR2"
"12536","CFHR4"
"12537","NINJ2"
"12538","SEMA6D"
"12539","ZBTB4"
"12540","MYRF"
"12541","DBNDD2"
"12542","PAQR5"
"12543","PPIAL4C"
"12544","POLR3K"
"12545","LIME1"
"12546","PTCHD2"
"12547","NTAN1"
"12548","PCDH18"
"12549","NLGN4X"
"12550","SOX30"
"12551","NUDT7"
"12552","WDR35"
"12553","SLC35A4"
"12554","CDNF"
"12555","SGMS2"
"12556","AMER2"
"12557","TIMM23B"
"12558","SLIT2"
"12559","MTERF2"
"12560","HYLS1"
"12561","GCNT4"
"12562","ENSG00000267561"
"12563","XYLT1"
"12564","FSHB"
"12565","ENSG00000249319"
"12566","B3GAT2"
"12567","TSNARE1"
"12568","MS4A3"
"12569","ENSG00000124208"
"12570","NXF5"
"12571","CBLN1"
"12572","NKG7"
"12573","SLC30A8"
"12574","CRTAM"
"12575","FUT7"
"12576","SEMA3G"
"12577","ENSG00000256500"
"12578","MT1E"
"12579","TMEM60"
"12580","MIP"
"12581","SLC41A2"
"12582","SEMA5A"
"12583","HS3ST5"
"12584","PLA1A"
"12585","RHAG"
"12586","SOX10"
"12587","THYN1"
"12588","NDST4"
"12589","SLC13A3"
"12590","TMEM86A"
"12591","UNC50"
"12592","PIEZO2"
"12593","MYT1L"
"12594","NDST3"
"12595","HS6ST3"
"12596","INS-IGF2"
"12597","HS3ST6"
"12598","HS3ST4"
"12599","HS3ST3B1"
"12600","TMEM234"
"12601","SLC25A37"
"12602","ST6GALNAC5"
"12603","SLC16A8"
"12604","ZNF69"
"12605","STOML1"
"12606","SOX18"
"12607","TDRD5"
"12608","FHR2"
"12609","SERP2"
"12610","TRIM52"
"12611","MARVELD1"
"12612","ZNF280C"
"12613","TSPAN7"
"12614","ZNF490"
"12615","ZNF488"
"12616","ZBTB8OS"
"12617","TMPRSS4"
"12618","VWA5A"
"12619","XYLT2"
"12620","WDR73"
"12621","SNRPGP15"
"12622","SEMA4A"
"12623","TMEM203"
"12624","ZNF569"
"12625","ZFAND6"
"12626","ZBTB8B"
"12627","SPANXC"
"12628","SPANXD"
"12629","ZNF724P"
"12630","ZNF296"
"12631","WDR86"
"12632","TMEM54"
"12633","ZNF439"
"12634","ZIM2"
"12635","SIAH1P1"
"12636","ZNF33B"
"12637","VPS13B"
"12638","ZNF691"
"12639","ZNF655"
"12640","RPL13AP17"
"12641","SPATA8"
"12642","ZDHHC15"
"12643","ZNF25"
"12644","MMD2"
"12645","VSTM1"
"12646","TMEM74"
"12647","ZDHHC24"
"12648","ZNF138"
"12649","WDR78"
"12650","SEMA4B"
"12651","WFDC2"
"12652","TMEM218"
"12653","ZNF649"
"12654","TMEM42"
"12655","TMEM140"
"12656","ZNF606"
"12657","LINC00461"
"12658","WDR66"
"12659","STAC2"
"12660","RGS18"
"12661","TSPAN33"
"12662","SEMA3D"
"12663","SH2D5"
"12664","ZNF595"
"12665","TMEM243"
"12666","ZNF239"
"12667","TNMD"
"12668","TRAM1L1"
"12669","SEMA3E"
"12670","TBX19"
"12671","SEMA6C"
"12672","MMP21"
"12673","SEMA6B"
"12674","PAGE4"
"12675","HFL3"
"12676","RAX2"
"12677","ENSG00000244255"
"12678","LDHD"
"12679","DNASE2B"
"12680","TMTC3"
"12681","PCCB"
"12682","GALNT7"
"12683","DEFB121"
"12684","EMILIN2"
"12685","LOXL2"
"12686","NRP2"
"12687","FKBP14"
"12688","DEFA6"
"12689","PRADC1"
"12690","CILP2"
"12691","C1QL4"
"12692","PPT2"
"12693","FRAS1"
"12694","LDHAL6A"
"12695","C1QL1"
"12696","CEP170B"
"12697","FAM35A"
"12698","FBP2"
"12699","METRN"
"12700","SULF2"
"12701","REG3A"
"12702","ZNF277"
"12703","DEFB129"
"12704","DEFB114"
"12705","DEFB126"
"12706","DEFB110"
"12707","DEFB123"
"12708","DEFB112"
"12709","DEFB128"
"12710","DEFB124"
"12711","DEFB118"
"12712","DEFB108B"
"12713","DEFB119"
"12714","DEFB125"
"12715","DEFB113"
"12716","DEFB116"
"12717","DEFB115"
"12718","DEFB134"
"12719","METRNL"
"12720","DEFB131"
"12721","DEFB135"
"12722","DEFB133"
"12723","DEFB132"
"12724","DEFB136"
"12725","POC1A"
"12726","NDUFA7"
"12727","NDUFAF1"
"12728","NDUFB7"
"12729","NDUFA1"
"12730","SLC22A12"
"12731","NDUFAF5"
"12732","SDHB"
"12733","NDUFA3"
"12734","UQCC1"
"12735","ROMO1"
"12736","NDUFC1"
"12737","NDUFAF6"
"12738","ENSG00000267740"
"12739","ENSG00000258674"
"12740","SLC22A20"
"12741","WASH4P"
"12742","CHD9"
"12743","FSD1"
"12744","TMEM39A"
"12745","CD99L2"
"12746","KERA"
"12747","CCDC183"
"12748","DLC1"
"12749","CRHBP"
"12750","FOXN4"
"12751","PCDH12"
"12752","TSN"
"12753","MORC3"
"12754","CCDC138"
"12755","ABHD10"
"12756","ATCAY"
"12757","GOLGA4"
"12758","CSGALNACT1"
"12759","BET1L"
"12760","HTR6"
"12761","ADAMTSL4"
"12762","DCLK3"
"12763","PPP1R21"
"12764","GSKIP"
"12765","PKHD1"
"12766","ALG5"
"12767","GTPBP10"
"12768","GRASP"
"12769","GPHN"
"12770","BARX1"
"12771","KCNJ11"
"12772","GTPBP1"
"12773","GOLGA1"
"12774","LINC01558"
"12775","PNCK"
"12776","LURAP1L"
"12777","RPIA"
"12778","NAT9"
"12779","EPDR1"
"12780","RCAN3"
"12781","CPE"
"12782","CPLX2"
"12783","PDZRN3"
"12784","RSPH9"
"12785","MINA"
"12786","GDA"
"12787","FIBP"
"12788","CCDC180"
"12789","P2RY8"
"12790","DNAI2"
"12791","GAREML"
"12792","P2RX7"
"12793","DPYSL4"
"12794","AGPAT1"
"12795","FHOD3"
"12796","CD84"
"12797","SARS2"
"12798","CRYZL1"
"12799","IRGC"
"12800","LRRC27"
"12801","CDCA7L"
"12802","DNAI1"
"12803","COX16"
"12804","PCDHAC2"
"12805","KCNE4"
"12806","SMARCAL1"
"12807","PILRA"
"12808","BLVRB"
"12809","RFX6"
"12810","FAM63B"
"12811","CD48"
"12812","PAQR4"
"12813","RSU1"
"12814","C12orf4"
"12815","CLEC1B"
"12816","MTRR"
"12817","RBAK"
"12818","SUSD4"
"12819","LARP1B"
"12820","RANGRF"
"12821","ZNF174"
"12822","ROPN1"
"12823","NOM1"
"12824","NLRP9"
"12825","CRYBG3"
"12826","CDK5RAP1"
"12827","ARHGEF28"
"12828","P3H2"
"12829","TECPR1"
"12830","MAP1LC3B2"
"12831","DMRTC1"
"12832","SYNPO2"
"12833","TUT1"
"12834","FRG1"
"12835","LINC00341"
"12836","KIAA1456"
"12837","EMILIN3"
"12838","LY9"
"12839","FAM21C"
"12840","CA4"
"12841","RBM47"
"12842","CSAD"
"12843","EXOG"
"12844","TMA7"
"12845","ODF1"
"12846","ZNF354A"
"12847","CAB39L"
"12848","ASRGL1"
"12849","SNTG2"
"12850","DHX34"
"12851","CD6"
"12852","RPP40"
"12853","P2RX4"
"12854","CSF2RBP1"
"12855","HMGXB3"
"12856","RCAN2"
"12857","PM20D2"
"12858","SIGLEC5"
"12859","GPD1L"
"12860","SIT1"
"12861","C10orf67"
"12862","EBF4"
"12863","PARD3B"
"12864","FAIM2"
"12865","PRX"
"12866","UBXN10"
"12867","FCRL3"
"12868","MZF1"
"12869","ARFRP1"
"12870","COX10"
"12871","ADIRF"
"12872","LYPLA2P1"
"12873","TMEM256"
"12874","ASCL3"
"12875","TMEM139"
"12876","STRADB"
"12877","SCML1"
"12878","GABRR1"
"12879","GRID2IP"
"12880","ANKRD6"
"12881","CNPPD1"
"12882","PFKFB1"
"12883","FAM46D"
"12884","PDZD7"
"12885","PRUNE"
"12886","SERF2"
"12887","TMEM239"
"12888","ANGPT4"
"12889","SHROOM2"
"12890","ISG20L2"
"12891","SEC22C"
"12892","SHOX2"
"12893","SP7"
"12894","ZNF227"
"12895","LINC00673"
"12896","TBCK"
"12897","CDK5R2"
"12898","OVCA2"
"12899","GOLGA6L5P"
"12900","PRR16"
"12901","ENSG00000258466"
"12902","SYS1"
"12903","TEX15"
"12904","TRMT2B"
"12905","TREML1"
"12906","MSGN1"
"12907","UNC5A"
"12908","GAB4"
"12909","TTC29"
"12910","UNC5C"
"12911","MAGOH2P"
"12912","WDR7"
"12913","ZFAND5"
"12914","ZNF821"
"12915","TMEM220"
"12916","ZNF503"
"12917","VGLL4"
"12918","ZNF800"
"12919","NREP"
"12920","SIGLEC11"
"12921","THEMIS"
"12922","SIGLEC9"
"12923","OGFRL1"
"12924","FAM26E"
"12925","UNC5D"
"12926","APOBEC3F"
"12927","SYNC"
"12928","BEND3"
"12929","NETO2"
"12930","C11orf30"
"12931","CDR2"
"12932","CTSO"
"12933","BTBD10"
"12934","STRBP"
"12935","PARL"
"12936","CTSE"
"12937","COX6A1"
"12938","CPNE2"
"12939","L3HYPDH"
"12940","CD207"
"12941","C9orf41"
"12942","CTSF"
"12943","PHYHIP"
"12944","TESPA1"
"12945","KHK"
"12946","IL17RC"
"12947","FSD2"
"12948","C1orf122"
"12949","KIRREL2"
"12950","GPM6A"
"12951","ABCC4"
"12952","AGMAT"
"12953","GMFB"
"12954","SCAND1"
"12955","ATRN"
"12956","IMPACT"
"12957","QTRT1"
"12958","ZNF644"
"12959","KLHDC2"
"12960","PTPLB"
"12961","EMILIN1"
"12962","MEA1"
"12963","CCPG1"
"12964","ATP9A"
"12965","LRRC15"
"12966","HAND2"
"12967","SLC25A46"
"12968","C19orf43"
"12969","ARHGEF4"
"12970","RGPD5"
"12971","XAGE1B"
"12972","MKRN4P"
"12973","DAGLB"
"12974","MYEOV2"
"12975","PMEL"
"12976","METTL2A"
"12977","POP7"
"12978","SLC25A15"
"12979","UXS1"
"12980","MNX1"
"12981","MYOZ1"
"12982","CST9L"
"12983","CA1"
"12984","ST6GAL1"
"12985","ARL6IP6"
"12986","PRPF39"
"12987","EDARADD"
"12988","PHACTR3"
"12989","PPP2R2C"
"12990","FANK1"
"12991","CCBL2"
"12992","LRFN3"
"12993","MFF"
"12994","TBC1D3"
"12995","CAPRIN2"
"12996","EDIL3"
"12997","HAND1"
"12998","MIPEP"
"12999","GPD2"
"13000","BTBD9"
"13001","DNAH2"
"13002","CACNB3"
"13003","NUDT16L1"
"13004","KLK10"
"13005","DSCR3"
"13006","AMPD1"
"13007","PLGRKT"
"13008","TNFRSF6B"
"13009","CACNB4"
"13010","G6PC3"
"13011","MOK"
"13012","BAHCC1"
"13013","GPHA2"
"13014","C11orf70"
"13015","DCAF12L2"
"13016","SLC30A9"
"13017","PRAME"
"13018","P3H4"
"13019","LRRC6"
"13020","PPP1R15B"
"13021","KIR3DS1"
"13022","GPRIN2"
"13023","CCDC61"
"13024","RIBC2"
"13025","KIR2DS2"
"13026","APCS"
"13027","COA1"
"13028","PTCD1"
"13029","PIGM"
"13030","CCL3L1"
"13031","ADH7"
"13032","CACUL1"
"13033","STAU2"
"13034","KIR2DL2"
"13035","CELA3A"
"13036","C6orf15"
"13037","C10orf55"
"13038","SIAE"
"13039","ISL2"
"13040","CALB2"
"13041","C19orf60"
"13042","IP6K3"
"13043","KLHL18"
"13044","GALNT11"
"13045","RBMXL1"
"13046","MYOZ3"
"13047","SNORA7A"
"13048","SMDT1"
"13049","BTG3"
"13050","PLEKHM1"
"13051","ABCB11"
"13052","DNAJC28"
"13053","ABCA10"
"13054","AKR1C1"
"13055","CYP2D6"
"13056","SLC25A16"
"13057","CPLX4"
"13058","SLC25A23"
"13059","ELOF1"
"13060","CERS1"
"13061","TMEM184B"
"13062","P4HTM"
"13063","ZNF471"
"13064","NAIP"
"13065","ALDH3B2"
"13066","CNEP1R1"
"13067","GRAP"
"13068","TMBIM6"
"13069","KCTD18"
"13070","TP53TG5"
"13071","GALNT13"
"13072","CCDC71"
"13073","APOBEC4"
"13074","TRMT10A"
"13075","SLC41A3"
"13076","SLC2A9"
"13077","TAPBPL"
"13078","TST"
"13079","ZNF813"
"13080","MYO15A"
"13081","IGHV3OR15-7"
"13082","GCKR"
"13083","MMP25"
"13084","TRDMT1"
"13085","PDZK1IP1"
"13086","SPPL3"
"13087","MATN4"
"13088","FIGN"
"13089","KIAA0513"
"13090","ZNF7"
"13091","KIR2DS1"
"13092","TUSC3"
"13093","RPL7AP27"
"13094","CPXM1"
"13095","GVINP1"
"13096","CDC42EP5"
"13097","DCHS2"
"13098","UCN"
"13099","ENSG00000272772"
"13100","ENSG00000257046"
"13101","MPP4"
"13102","NRXN2"
"13103","CCL15"
"13104","ENSG00000248993"
"13105","CCL24"
"13106","SLC22A1"
"13107","SLC22A8"
"13108","ENSG00000278674"
"13109","SLC22A11"
"13110","DCAF4L1"
"13111","ENSG00000026036"
"13112","FAM26F"
"13113","VWA8"
"13114","SULT4A1"
"13115","ZNF775"
"13116","RPL13P12"
"13117","UROS"
"13118","RPSAP55"
"13119","ZNF517"
"13120","VHLL"
"13121","RPL10P16"
"13122","RPL36AP37"
"13123","RPL21P16"
"13124","RPL7P32"
"13125","FBXO22-AS1"
"13126","HMGB3P1"
"13127","ZNF816"
"13128","TOR1B"
"13129","RPS26P54"
"13130","SNORA67"
"13131","ZNF600"
"13132","VSNL1"
"13133","RPL21P19"
"13134","RPL7AP9"
"13135","RPL29P30"
"13136","RPSAP12"
"13137","ZNF205"
"13138","ZNF554"
"13139","TCEB1P3"
"13140","ZNF28"
"13141","HSD11B1L"
"13142","RNASEH1P1"
"13143","PPIAP11"
"13144","RIMBP3C"
"13145","SLC12A8"
"13146","EPB41L4A-AS2"
"13147","SLFN12L"
"13148","ZNF671"
"13149","MIA"
"13150","SLCO1B3"
"13151","KIR2DS5"
"13152","LOC284014"
"13153","LOC100128400"
"13154","TCEB3CL"
"13155","APOD"
"13156","SLX1A"
"13157","LRRC1"
"13158","POLN"
"13159","FILIP1"
"13160","RNASEH2C"
"13161","NT5C2"
"13162","STYXL1"
"13163","HSF5"
"13164","SOGA1"
"13165","FAM13B"
"13166","PCDH10"
"13167","ALKBH1"
"13168","ZNF211"
"13169","PTH1R"
"13170","C6orf165"
"13171","KIAA0907"
"13172","CLPTM1L"
"13173","CALCB"
"13174","PXMP2"
"13175","MESDC2"
"13176","KLK11"
"13177","HLX"
"13178","RBM4B"
"13179","KCTD11"
"13180","APBA1"
"13181","CARD10"
"13182","CDADC1"
"13183","MC3R"
"13184","MC5R"
"13185","GNE"
"13186","CCDC12"
"13187","RNU4-1"
"13188","ANKHD1-EIF4EBP3"
"13189","NRCAM"
"13190","CACNG4"
"13191","NET1"
"13192","ADRB3"
"13193","MAGEE2"
"13194","MRFAP1"
"13195","MNT"
"13196","LRFN4"
"13197","GPR20"
"13198","FAM129A"
"13199","PAX2"
"13200","ESD"
"13201","PPP1R26"
"13202","CRIPT"
"13203","FAM50B"
"13204","MC2R"
"13205","NUTM1"
"13206","DNAJC21"
"13207","AKAP6"
"13208","EFCAB6"
"13209","ADRB1"
"13210","RAMP1"
"13211","RAMP2"
"13212","RAMP3"
"13213","PPFIA2"
"13214","GOLGA8F"
"13215","GPR27"
"13216","GOLGA8EP"
"13217","GRIK2"
"13218","RND2"
"13219","PHF21B"
"13220","DEFA1B"
"13221","SLC7A9"
"13222","RNF113B"
"13223","C2orf69"
"13224","RNU6-1"
"13225","INSL3"
"13226","ATP5J2-PTCD1"
"13227","KDM4C"
"13228","RERE"
"13229","ADORA2B"
"13230","C16orf87"
"13231","GRIK1"
"13232","PRDM6"
"13233","GPR15"
"13234","CARF"
"13235","KCNC1"
"13236","C22orf31"
"13237","C1orf68"
"13238","PAPSS2"
"13239","MIER3"
"13240","SUPV3L1"
"13241","KCNJ12"
"13242","SFR1"
"13243","TERC"
"13244","TNFAIP2"
"13245","SLC25A26"
"13246","PLA2G12A"
"13247","MCIDAS"
"13248","GLTSCR1L"
"13249","CALCRL"
"13250","KCNJ4"
"13251","DHX32"
"13252","ADM2"
"13253","ZNF273"
"13254","HTR7"
"13255","PRH1"
"13256","DRD5"
"13257","TPBG"
"13258","PHF2"
"13259","ADM"
"13260","ZFP64"
"13261","PWWP2B"
"13262","VIPR1"
"13263","RAVER2"
"13264","GAS8"
"13265","SCTR"
"13266","FRA10F"
"13267","OVOL1"
"13268","GPR124"
"13269","GRIK3"
"13270","BGLAP"
"13271","RNF17"
"13272","ADCYAP1R1"
