"V1","V2"
"GSS","YWHAE"
"GSS","GSTM1"
"GSS","GPX7"
"PAPOLA","U2AF1L4"
"PAPOLA","WBP11"
"PAPOLA","PPIL1"
"PAPOLA","PPIL6"
"PAPOLA","SYMPK"
"PAPOLA","SNRPN"
"PAPOLA","SLU7"
"PAPOLA","POLR2K"
"PAPOLA","SNRPG"
"PAPOLA","SMNDC1"
"PAPOLA","UGP2"
"PAPOLA","SRSF9"
"PAPOLA","PPIL3"
"PAPOLA","PPWD1"
"PAPOLA","TRA2B"
"PAPOLA","CWC25"
"PAPOLA","WBP4"
"PAPOLA","UPF3B"
"PAPOLA","PPIH"
"PAPOLA","LSM5"
"PAPOLA","SRSF5"
"NFKBIE","PSMB11"
"NFKBIE","NFKBIB"
"NFKBIE","PSMB10"
"NFKBIE","PSME4"
"WWP2","WWP1"
"WWP2","YWHAQ"
"WWP2","RPAP2"
"WWP2","YWHAE"
"MIR7-3","UPF1"
"MIR7-3","TRA2B"
"USP39","U2AF1L4"
"USP39","WBP11"
"USP39","PPIL1"
"USP39","PPIL6"
"USP39","SYMPK"
"USP39","SNRPN"
"USP39","POLR2K"
"USP39","SNRPG"
"USP39","SMNDC1"
"USP39","SRSF9"
"USP39","PPIL3"
"USP39","CWC25"
"USP39","WBP4"
"USP39","PPIH"
"USP39","LSM5"
"USP39","SRSF5"
"USP39","PAPOLA"
"GSR","GPX6"
"GSR","GPX5"
"GSR","GSTA3"
"GSR","GSTA5"
"GSR","MGST2"
"GSR","GSTA4"
"GSR","GPX2"
"GSR","TYK2"
"GSR","GGT5"
"GSR","GSTM2"
"GSR","GSTM5"
"GSR","GSTT2B"
"GSR","PIR"
"GSR","GSTO2"
"GSR","TXN"
"GSR","GSTA1"
"GSR","GSTM1"
"GSR","GPX7"
"GSR","GSS"
"SMARCAD1","SYMPK"
"SMARCAD1","SMC3"
"SMARCAD1","XRCC5"
"MIR34C","PTBP3"
"MIR34C","UPF1"
"MIR34C","TRA2B"
"MIR200C","PTBP3"
"MIR200C","TRIM56"
"MIR200C","SYMPK"
"MIR200C","UPF1"
"MIR200C","TRA2B"
"MIR145","PTBP3"
"MIR145","TIAL1"
"MIR145","UPF1"
"MIR145","TRA2B"
"ZNF830","POLR2K"
"STIP1","SUMO4"
"STIP1","RIPK3"
"STIP1","TXN"
"TUBGCP3","PPIL1"
"TUBGCP3","YWHAQ"
"TUBGCP3","YWHAE"
"ZC3HAV1","TRIP4"
"ZC3HAV1","WDR76"
"ZC3HAV1","NOP16"
"ZC3HAV1","ZC3H7A"
"ZC3HAV1","UPF1"
"DDX52","TRMT1L"
"DDX52","WDR76"
"DDX52","RRP1"
"DDX52","RRP15"
"DDX52","RPSA"
"POLR2J","ZRSR2"
"POLR2J","U2AF1L4"
"POLR2J","WBP11"
"POLR2J","ZMAT5"
"POLR2J","TIAL1"
"POLR2J","PPIL1"
"POLR2J","PPIL6"
"POLR2J","SYMPK"
"POLR2J","SNRNP25"
"POLR2J","SNRPN"
"POLR2J","SLU7"
"POLR2J","POLR2K"
"POLR2J","SNRPG"
"POLR2J","RPAP2"
"POLR2J","SNRNP35"
"POLR2J","SNRNP48"
"POLR2J","SMNDC1"
"POLR2J","SRSF9"
"POLR2J","PPIL3"
